1	1	0	1	2000	0.8	0.5	0
1	2	0	160	2000	0.8	0.5	0
1	3	0.001566409	1	2000	0.8	0.5	0
1	4	0.008828802	120	2000	0.8	0.5	0
1	5	0.326182584	-99	-99	-99	-99	0
1	6	0.618009375	-99	-99	-99	-99	0
1	7	9.87235E-05	-99	-99	-99	-99	0
1	8	0.045314106	-99	-99	-99	-99	0
2	1	0	1	2000	0.8	0.5	0
2	2	0	160	2000	0.8	0.5	0
2	3	0.003315248	1	2000	0.8	0.5	0
2	4	0.012135338	120	2000	0.8	0.5	0
2	5	0.51916483	-99	-99	-99	-99	0
2	6	0.439143532	-99	-99	-99	-99	0
2	7	4.63623E-05	-99	-99	-99	-99	0
2	8	0.026194689	-99	-99	-99	-99	0
3	1	1.80255E-05	1	2000	0.8	0.5	0
3	2	1.21435E-05	160	2000	0.8	0.5	0
3	3	0.004969243	1	2000	0.8	0.5	0
3	4	0.027017817	120	2000	0.8	0.5	0
3	5	0.208304246	-99	-99	-99	-99	0
3	6	0.742114653	-99	-99	-99	-99	0
3	7	0.000164148	-99	-99	-99	-99	0
3	8	0.017399724	-99	-99	-99	-99	0
4	1	0.002628936	1	2000	0.8	0.5	0
4	2	0.001102961	160	2000	0.8	0.5	0
4	3	0	1	2000	0.8	0.5	0
4	4	0.073844429	120	2000	0.8	0.5	0
4	5	0.919579614	-99	-99	-99	-99	0
4	6	0.002844061	-99	-99	-99	-99	0
4	7	0	-99	-99	-99	-99	0
4	8	0	-99	-99	-99	-99	0
5	1	0.002130093	1	2000	0.8	0.5	0
5	2	0.001224549	160	2000	0.8	0.5	0
5	3	0	1	2000	0.8	0.5	0
5	4	0.05528075	120	2000	0.8	0.5	0
5	5	0.941364607	-99	-99	-99	-99	0
5	6	0	-99	-99	-99	-99	0
5	7	0	-99	-99	-99	-99	0
5	8	0	-99	-99	-99	-99	0
6	1	0.004161928	1	2000	0.8	0.5	0
6	2	0.00277871	160	2000	0.8	0.5	0
6	3	0	1	2000	0.8	0.5	0
6	4	0.065026189	120	2000	0.8	0.5	0
6	5	0.928033173	-99	-99	-99	-99	0
6	6	0	-99	-99	-99	-99	0
6	7	0	-99	-99	-99	-99	0
6	8	0	-99	-99	-99	-99	0
7	1	0.019154715	1	2000	0.8	0.5	0
7	2	0.001254699	160	2000	0.8	0.5	0
7	3	0	1	2000	0.8	0.5	0
7	4	0.09822778	120	2000	0.8	0.5	0
7	5	0.864371727	-99	-99	-99	-99	0
7	6	0.016793508	-99	-99	-99	-99	0
7	7	0	-99	-99	-99	-99	0
7	8	0.000197571	-99	-99	-99	-99	0
8	1	0.000351306	1	2000	0.8	0.5	0
8	2	0	160	2000	0.8	0.5	0
8	3	0	1	2000	0.8	0.5	0
8	4	0.116159175	120	2000	0.8	0.5	0
8	5	0.883489519	-99	-99	-99	-99	0
8	6	0	-99	-99	-99	-99	0
8	7	0	-99	-99	-99	-99	0
8	8	0	-99	-99	-99	-99	0
9	1	0.03279555	1	2000	0.8	0.5	0
9	2	0.000520261	160	2000	0.8	0.5	0
9	3	0	1	2000	0.8	0.5	0
9	4	0.207925108	120	2000	0.8	0.5	0
9	5	0.755697511	-99	-99	-99	-99	0
9	6	0.00306157	-99	-99	-99	-99	0
9	7	0	-99	-99	-99	-99	0
9	8	0	-99	-99	-99	-99	0
10	1	0.019030479	1	2000	0.8	0.5	0
10	2	0.007201218	160	2000	0.8	0.5	0
10	3	0	1	2000	0.8	0.5	0
10	4	0.10541454	120	2000	0.8	0.5	0
10	5	0.868116184	-99	-99	-99	-99	0
10	6	0.00023758	-99	-99	-99	-99	0
10	7	0	-99	-99	-99	-99	0
10	8	0	-99	-99	-99	-99	0
11	1	0.016953398	1	2000	0.8	0.5	0
11	2	0.001780878	160	2000	0.8	0.5	0
11	3	0	1	2000	0.8	0.5	0
11	4	0.080570428	120	2000	0.8	0.5	0
11	5	0.900695295	-99	-99	-99	-99	0
11	6	0	-99	-99	-99	-99	0
11	7	0	-99	-99	-99	-99	0
11	8	0	-99	-99	-99	-99	0
